Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3,RoomType,DoubleBed,SingleBed,Price
Citadines South Kensington London,London,Kensington and Chelsea,4.0,7.9,Good,"1,472",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,,Studio,No,Yes,23692.0
NOX West End Lane I,London,Camden,3.0,7.2,Good,349,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,,,,,
Victoria Studios,London,Brent,3.0,7.9,Good,571,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,,Deluxe Double Studio,Yes,No,9060.0
Mercure London Hyde Park Hotel,London,Westminster Borough,4.0,7.5,Good,"1,893",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Full English/Irish,Standard King Room,Yes,No,31469.0
Woodford Hotel,London,London,,,,504,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,,,,
The J Hyde Park - A Park Avenue Hotel,London,Westminster Borough,4.0,7.3,Good,674,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,,Superior Double Room,Yes,No,18778.0
Lord Kensington Hotel,London,Kensington and Chelsea,3.0,7.0,Good,380,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,,Standard Double Room,Yes,No,15669.0
Fox and Anchor,London,Islington,,,,251,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Full English/Irish,,,,
Best Western Plus Vauxhall Hotel,London,Lambeth,4.0,7.2,Good,"1,181",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,Continental,,,,
Bedford Corner Hotel,London,Camden,4.0,7.7,Good,"2,809",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,,Double Room,Yes,No,23285.0
Victoria Inn London,London,Westminster Borough,3.0,7.2,Good,"2,067",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental,Double Room Windowless,Yes,No,18201.0
"Radisson Blu Edwardian Mercer Street Hotel, London",London,Camden,4.0,8.8,Fabulous,"3,606",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Superior Double or Twin Room,Yes,No,31892.0
Marlin Apartments Commercial Road - Limehouse,London,Tower Hamlets,4.0,7.4,Good,,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,Full English/Irish,,,,
Caring Hotel,London,Westminster Borough,3.0,7.6,Good,"2,117",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Continental,Double Room with Private Bathroom,Yes,No,24205.0
St George Hotel,London,Westminster Borough,2.0,5.0,Review score,"2,084",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegan,Vegan,Standard Double Room,Yes,No,10066.0
"Hart Shoreditch Hotel London, Curio Collection by Hilton",London,Hackney,4.0,9.0,Superb,"2,100",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Deluxe King Room,Yes,No,33933.0
Sheriff Hotel,London,Westminster Borough,3.0,5.6,Review score,"1,778",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,,City Double or Twin with External Private Shower & Toilet,Yes,No,12202.0
Sunborn London Yacht Hotel,London,Newham,4.0,8.2,Very good,"5,019",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,,,,,
Sloane Place,London,Kensington and Chelsea,4.0,8.6,Fabulous,"1,954",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,Cosy Double,Yes,No,26844.0
Dolphin Inn - The Lodge,London,Westminster Borough,,,,900,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,,,,
Dockside Hotel,London,Tower Hamlets,3.0,6.4,Review score,"1,159",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Full English/Irish,Double Room,Yes,No,13523.0
Morgan Hotel,London,Camden,3.0,7.2,Good,"1,906",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental,Double or Twin Room,Yes,No,19218.0
Aptel East,London,Tower Hamlets,4.0,8.6,Fabulous,"1,519",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,,,,
Selina Camden,London,Camden,3.0,7.9,Good,582,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental,,,,
Howard Winchester Hotel,London,Camden,,,,"2,521",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,,Double Room,Yes,No,17794.0
The Hurdwick,London,Camden,,,,"1,261",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Ameican,Full English/Irish,,,,
Ascot Hyde Park Hotel,London,Westminster Borough,3.0,5.6,Review score,"2,359",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Continental,Double Room,Yes,No,8326.0
Assembly Covent Garden,London,Westminster Borough,3.0,8.0,Very good,"4,581",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,Vegan,,,,
Abbey Point Hotel,London,Brent,3.0,8.5,Very good,"1,131",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental,,,,
The Academy - Small Luxury Hotels of the World,London,Camden,5.0,8.2,Very good,"2,101",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,Townhouse King Room,Yes,No,34683.0
The Z Hotel City,London,City of London,,,,"7,463",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,American,,,,
Staycity Aparthotels Greenwich High Road,London,Greenwich,3.0,9.1,Superb,553,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Studio (2 Adults),No,Yes,16472.0
ND Hotel - Hyde Park,London,Westminster Borough,2.0,5.1,Review score,393,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegan,,Double Room,Yes,No,11576.0
The Warrington Hotel,London,Westminster Borough,,,,217,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,Standard King Room,Yes,No,17616.0
The Gresham Hotel,London,Westminster Borough,3.0,6.9,Review score,"2,309",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,,,,,,
St Giles London â A St Giles Hotel,London,Camden,3.0,6.8,Review score,"10,873",,,,,,,,,,,,,,
Good Hotel London,London,Newham,4.0,7.9,Good,"2,738",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish,,,,
Corus Hyde Park Hotel,London,Westminster Borough,,,,"4,686",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,Standard Twin Room,Yes,No,19447.0
Bloomsbury Palace Hotel,London,Camden,4.0,6.5,Review score,"2,954",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,,,,,
Gainsborough Hotel,London,Kensington and Chelsea,4.0,7.9,Good,"2,861",No,Yes,Yes,Yes,Yes,No,Yes,Full English/Irish,Ameican,,Double Room,Yes,No,21251.0
Royal Eagle Hotel,London,Westminster Borough,3.0,6.3,Review score,"5,827",No,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,Full English/Irish,Twin Room,Yes,No,13253.0
Bedford Hotel,London,Camden,4.0,7.6,Good,587,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental,Standard Twin Room,Yes,No,20336.0
MSK Superior,London,Westminster Borough,4.0,7.5,Good,"1,020",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,,,,
Victoria Inn,London,Southwark,,,,683,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Continental,Double Room,Yes,No,14185.0
"Holiday Inn Express Royal Docks, an IHG Hotel",London,Newham,3.0,7.7,Good,"3,841",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Double Room with Sofa Bed,Yes,No,15125.0
Hotel du Vin Cannizaro House Wimbledon,London,Wimbledon,4.0,8.0,Very good,"1,233",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Full English/Irish,Classic Double Room,Yes,No,13524.0
The Beverley House Hotel,London,Westminster Borough,2.0,7.3,Good,"1,851",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental,,,,
London Marriott Hotel County Hall,London,Lambeth,5.0,8.4,Very good,909,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Vegan,Deluxe King Room,Yes,No,42325.0
Point A London Liverpool Street,London,Tower Hamlets,3.0,7.8,Good,"7,409",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental,Double Room without Window,Yes,No,16472.0
Novotel London Waterloo,London,Lambeth,4.0,7.9,Good,"2,739",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Superior Queen Room with Double Sofa ,Yes,No,35792.0
Marrable's Hotel,London,Islington,4.0,8.2,Very good,729,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegan,,,,,
Leonardo Royal Hotel London City - Tower of London,London,City of London,4.0,8.3,Very good,"4,487",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,,Superior King Room,Yes,No,30108.0
Eurotraveller Hotel- Express (Elephant & Castle),London,Southwark,3.0,7.2,Good,"1,211",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,,Double Room,Yes,No,16167.0
wembar Hotel,London,Kensington and Chelsea,,,,677,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Full English/Irish,,,,
"The Hoxton, Southwark",London,Southwark,4.0,8.7,Fabulous,"2,007",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,Continental,Snug,No,Yes,28369.0
St. David's Hotels Paddington,London,Westminster Borough,2.0,6.9,Review score,"3,737",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,,,,,
The Westin London City,London,City of London,5.0,8.8,Fabulous,742,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental,Signature King Room,Yes,No,42462.0
Hyatt Regency London Albert Embankment,London,Lambeth,4.0,8.5,Very good,"1,045",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,,King Room with Courtyard View - High Floor,Yes,No,25151.0
The Savoy,London,Westminster Borough,5.0,9.4,Superb,"2,283",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish,Superior Queen Room,No,Yes,69143.0
Eccleston Square Hotel,London,Westminster Borough,4.0,8.5,Very good,484,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental,Small Queen Room,No,Yes,22878.0
54 Queen's Gate Hotel,London,Kensington and Chelsea,4.0,8.7,Fabulous,"2,067",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan,Deluxe Double Room,Yes,No,27362.0
Hyde Park Green,London,Westminster Borough,4.0,7.5,Good,"1,069",Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Ameican,Continental,Deluxe Triple Room,No,Yes,23793.0
City Inn Russell Square,London,Camden,3.0,6.9,Review score,"1,020",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,,,,,
Luna And Simone Hotel,London,Westminster Borough,3.0,8.7,Fabulous,"2,938",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,American,Double Room,Yes,No,28369.0
Hand & Flower,London,Hammersmith and Fulham,,,,759,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,,Luxury Double Room,Yes,No,25319.0
The Ned,London,City of London,5.0,8.7,Fabulous,827,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,,Queen Room - Disability Access,No,Yes,57246.0
The Judd Hotel,London,Camden,3.0,7.4,Good,"2,983",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,Full English/Irish,Double Room,Yes,No,24810.0
Mercure London Paddington Hotel,London,Westminster Borough,4.0,6.4,Review score,"2,510",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,,,,
"The Clermont London, Victoria",London,Westminster Borough,4.0,8.8,Fabulous,"5,034",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,,Classic Twin Room,Yes,No,26742.0
Point A Kensington Olympia,London,Kensington and Chelsea,3.0,7.9,Good,"4,201",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental,,,,
"Staybridge Suites London-Vauxhall, an IHG Hotel",London,Lambeth,4.0,8.8,Fabulous,910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,,Studio Suite,Yes,No,27352.0
The Z Hotel Piccadilly,London,Westminster Borough,,,,"8,430",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Full English/Irish,Double Room without Window,Yes,No,20845.0
Wns Hotel Canary Wharf,London,Tower Hamlets,2.0,5.6,Review score,483,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental,,,,
Harlingford Hotel,London,Camden,3.0,7.9,Good,"1,531",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Vegan,Double Room with Private Bathroom,Yes,No,15252.0
The Goodenough Hotel London,London,Camden,4.0,8.1,Very good,"1,909",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental,,,,
Cheshire Hotel Central London,London,Camden,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,,Double Room with Private Bathroom,Yes,No,17296.0
Amber Residence Aparthotel,London,Westminster Borough,,,,379,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,Full English/Irish,Deluxe Double Room with Shower,Yes,No,20133.0
Westbury Hotel Kensington,London,Kensington and Chelsea,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental,Double Room,Yes,No,14235.0
Best Western Chiswick Palace & Suites London,London,Chiswick,3.0,8.0,Very good,"2,474",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan,,,,
One Sloane,London,Kensington and Chelsea,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Continental,Small Double Room,Yes,No,61009.0
Hampton by Hilton London Waterloo,London,Lambeth,3.0,8.2,Very good,"5,672",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Queen Room - Non-Smoking,No,Yes,20605.0
OYO Sino Hotel,London,Hammersmith and Fulham,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,American,Standard Triple Room,Yes,No,17662.0
"St. James' Court, A Taj Hotel, London",London,Westminster Borough,4.0,8.6,Fabulous,"4,289",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,Classic Room,No,Yes,29386.0
Thistle Holborn,London,Camden,4.0,8.0,Very good,"3,277",Yes,Yes,Yes,Yes,Yes,No,Yes,Full English/Irish,Continental,,,,,
St Paul's Hotel,London,Hammersmith and Fulham,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish,,,,
"11 Cadogan Gardens, The Apartments and The Chelsea Townhouse by Iconic Luxury Hotels",London,Kensington and Chelsea,5.0,8.5,Very good,405,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Superior Queen Room at 11 Cadogan Gardens,No,Yes,39961.0
Blue Sapphire Hotel,London,London,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,,Deluxe Double Room,Yes,No,10066.0
Sydney House Chelsea,London,Kensington and Chelsea,4.0,7.8,Good,470,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Deluxe Double Room,Yes,No,23285.0
The Clarendon Hotel,London,Lewisham,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,,,,,
The Bryson Hotel,London,Camden,4.0,7.6,Good,984,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Vegetarian,Full English/Irish,Standard Double Room,Yes,No,30809.0
Comfort Inn Victoria,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Continental,Continental,Double Room,Yes,No,21140.0
Wanstead Hotel,London,London,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,Vegan,Twin Room with Private Bathroom,Yes,No,9660.0
"Inhabit, Queen's Gardens",London,Westminster Borough,5.0,8.3,Very good,"5,425",No,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental,Superior Double Room,Yes,No,20297.0
The Kings Head Hotel,London,Acton,4.0,7.3,Good,"1,226",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,,Classic Double Room,Yes,No,13163.0
Classic Hyde Park Hotel,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish,Double Room,Yes,No,15456.0
Carlton Hotel,London,Camden,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental,Double Room Ensuite,Yes,No,14744.0
The Rembrandt,London,Kensington and Chelsea,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan,Classic Double Room,Yes,No,22289.0
"The Dixon, Tower Bridge, Autograph Collection",London,Southwark,4.0,8.7,Fabulous,"1,316",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Continental,Superior King Room,Yes,No,35233.0
Marlin Apartments London City - Queen Street,London,City of London,4.0,7.4,Good,774,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,,Studio Apartment,No,Yes,22268.0
Cricklewood Lodge Hotel,London,Brent,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,American,,,,
The Corner London City,London,Tower Hamlets,3.0,8.0,Very good,"5,831",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,,,,,
Point A Hotel London Paddington,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,,,,,,
Opulence Boutique Hotel,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,Full English/Irish,Double Room,Yes,No,18303.0
citizenM London Bankside,London,Southwark,4.0,8.6,Fabulous,"2,985",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental,King Room,Yes,No,28369.0
Rafayel Hotel & Spa,London,Wandsworth,5.0,7.3,Good,"1,113",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,,Standard Double Room,Yes,No,22777.0
"Sonder The Prince, Vauxhall",London,Lambeth,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,,,,
1 Lexham Gardens Hotel,London,Kensington and Chelsea,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,,Standard Double Room,Yes,No,13992.0
Sonder Chelsea Green,London,Kensington and Chelsea,4.0,7.7,Good,"2,124",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish,,,,
Swinton Hotel,London,Camden,2.0,7.4,Good,"3,399",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,,,,
St Martins Lane London,London,Westminster Borough,5.0,8.8,Fabulous,"4,591",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan,,,,
Blandford Hotel,London,Westminster Borough,4.0,7.5,Good,"1,825",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental,Double Room,Yes,No,24810.0
Rose and Crown Stoke Newington,London,Hackney,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Continental,,,,,
London Marriott Maida Vale,London,Camden,4.0,8.1,Very good,"2,022",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Full English/Irish,Deluxe King Room,Yes,No,19441.0
The Chelsea Harbour Hotel and Spa,London,Hammersmith and Fulham,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental,Chelsea King Suite with Balcony,Yes,No,22451.0
AMANO Covent Garden,London,Westminster Borough,4.0,8.1,Very good,"3,293",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,Vegan,,,,
"Radisson Blu Edwardian Bond Street Hotel, London",London,Westminster Borough,4.0,7.9,Good,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,Continental,Standard Double/Twin Room,Yes,No,34063.0
Fox and Grapes,London,Wimbledon,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,,,,
"Kimpton - Fitzroy London, an IHG Hotel",London,Camden,5.0,8.8,Fabulous,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,American,,,,
Days Inn Hyde Park,London,Westminster Borough,3.0,7.4,Good,"1,835",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,,,,
The Gore London - Starhotels Collezione,London,Kensington and Chelsea,4.0,8.2,Very good,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,,Superior Twin Room,Yes,No,33046.0
Aaraya London,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish,Double Room,Yes,No,13727.0
NOX Kensington Gardens,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,,Continental,Double Studio,Yes,No,12608.0
Signature Townhouse London Hyde Park,London,Westminster Borough,4.0,7.0,Good,"4,640",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,,,,,
Hotel Cavendish,London,Camden,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,,,,
"Holiday Inn Express Earls Court, an IHG Hotel",London,Hammersmith and Fulham,3.0,8.2,Very good,"3,961",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,,Standard Double or Twin Room,Yes,No,17718.0
Duke and Duchess Apartments and Rooms - Private in Room Hot Tub Suites,London,Islington,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Full English/Irish,Deluxe Studio,No,Yes,11693.0
"InterContinental London Park Lane, an IHG Hotel",London,Westminster Borough,5.0,8.3,Very good,492,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,Continental,Cosy Room,No,Yes,39579.0
Hotel DC,London,Newham,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Vegan,Double Large Room,Yes,No,19828.0
NoMad London,London,Westminster Borough,5.0,9.2,Superb,802,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Continental,Classic Room,No,Yes,50713.0
The Clerk & Well Pub and Rooms,London,Camden,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Small Double Room,Yes,No,27962.0
nhow London,London,Islington,4.0,8.9,Fabulous,"3,448",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Full English/Irish,nhow Deluxe Superior Room,No,Yes,21521.0
Nobu Hotel London Shoreditch,London,Hackney,5.0,8.5,Very good,"1,043",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Deluxe Room,No,Yes,36300.0
MSK Elite,London,Westminster Borough,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Vegan,,,,
The Wesley Camden Town,London,Camden,4.0,8.4,Very good,500,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,Continental,,,,
Canary Wharf Holiday Rooms,London,Tower Hamlets,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Budget Double Room,Yes,No,6863.0
K West Hotel & Spa,London,Hammersmith and Fulham,4.0,7.5,Good,"3,944",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,American,,,,
Mimi's Hotel Soho,London,Westminster Borough,4.0,7.9,Good,"3,022",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,Mimi's Cosy Room Without Window,No,Yes,18913.0
London Marriott Hotel Regents Park,London,Camden,4.0,8.2,Very good,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,,,,,
Hotel La Place,London,Westminster Borough,4.0,8.0,Very good,872,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Full English/Irish,Junior Suite,Yes,No,35258.0
London Marriott Hotel Canary Wharf,London,Tower Hamlets,5.0,8.3,Very good,"2,112",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Asian,Continental,"Deluxe Room, Guest room, 1 King",Yes,No,24322.0
Plaza Hotel,London,Hammersmith and Fulham,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Vegetarian,,Double Room,Yes,No,10783.0
Holmes Hotel London,London,Westminster Borough,4.0,8.7,Fabulous,"1,614",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Double Room,Yes,No,31023.0
Novotel London Wembley,London,Brent,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,Superior Twin Room,Yes,No,30108.0
"OYO 24 Sussex, London Paddington",London,Westminster Borough,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Full English/Irish,Deluxe Triple Room,No,Yes,21506.0
W London,London,Westminster Borough,5.0,8.6,Fabulous,801,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental,"Wonderful Room, Low Floor, Guest room, 1 King",Yes,No,45757.0
KX Rooms Kings Cross,London,Camden,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan,Small Double Room with Shared Bathroom,Yes,No,15870.0
"Holiday Inn Express London - Wandsworth, an IHG Hotel",London,Wandsworth,3.0,7.7,Good,"3,347",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental,Double Room,Yes,No,17793.0
The Z Hotel Shoreditch,London,Islington,,,,"6,658",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,Queen Room without Window,No,Yes,15761.0
Bentley London,London,Kensington and Chelsea,5.0,7.1,Good,331,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Full English/Irish,,,,
Thanet Hotel Annex,London,Camden,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Basic Double Room with Shared Bathroom,Yes,No,8597.0
Novotel London West,London,Hammersmith and Fulham,4.0,7.3,Good,"4,414",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,Vegan,Superior Queen Room,No,Yes,18201.0
