HotelName,RoomType,DoubleBed,SingleBed,Price
The Grand Hotel Birmingham,Double Room,Yes,No,19126
The Cotteridge Inn,Double Room,Yes,No,4576
Hampton by Hilton Birmingham Jewellery Quarter,Double Room,Yes,No,8799
"Holiday Inn Express Birmingham Star City, an IHG Hotel",Double Room - Non-Smoking ,Yes,No,8556
Birmingham Great Barr Hotel,Superior Double Room,Yes,No,9660
Macdonald Burlington Hotel,Standard Double Room,Yes,No,13117
Staying Cool At Rotunda,Studio Apartment,No,Yes,15150
"Crowne Plaza Birmingham City, an IHG Hotel",Standard Double Room - Disability Access,Yes,No,12964
Delta Hotels by Marriott Birmingham,Deluxe Double Room,Yes,No,11388
Novotel Birmingham Centre,Standard Double Room with Sofa Bed,Yes,No,9151
Hilton Garden Inn Birmingham Brindley Place,Twin Room,Yes,No,12103
ibis Styles Birmingham Centre,Family Room,No,Yes,8968
One Bedroom Apartment/Studio,Studio Apartment,No,Yes,9151
ibis Birmingham Centre New Street Station Hotel,Double Room,Yes,No,7219
AC Hotel by Marriott Birmingham,"Guest room,  Twin/Single Bed(s)",Yes,No,14235
"The Fountain Inn, Digbeth",Family Room,No,Yes,5948
Park Regis Birmingham,Standard Double Room,Yes,No,11012
The Cube Hotel Birmingham,Standard Double  Room,Yes,No,11897
"Holiday Inn Birmingham M6, Jct7, an IHG Hotel",Executive Double Room,Yes,No,15481
Johal Mini Hotel Birmingham City - FREE BREAKFAST,Double Room,Yes,No,6040
Hyatt Regency Birmingham,Twin Room,Yes,No,16472
Toby Carvery Birmingham by Innkeeper's Collection,Double or Twin Room,Yes,No,8338
The Briar Rose Wetherspoon,Double Room,Yes,No,8033
The Saltley Inn,Budget Double Room,Yes,No,4881
The Moseley Arms,Double Room,Yes,No,6609
The Aston Inn,Double Room,Yes,No,5592
easyHotel Birmingham,Double Room - No Window,Yes,No,6710
Royal George Hotel,Twin Room,Yes,No,5592
Malmaison Birmingham,Standard Double Room,Yes,No,12710
Old Farm Hotel,Standard Double Room,Yes,No,11185
Aparthotel - 4 X 2 Bed Apts -free Parking,Two-Bedroom Apartment,No,Yes,9914
The Station Inn,Family Room,No,Yes,5592
Woodlands Hotel,Double Room,Yes,No,9761
Edgbaston House,Deluxe King Suite,Yes,No,14235
Ababeel Hotel,Budget Double Room,Yes,No,13117
Brindley Apt - Free Parking! Next Door To Arena-sea Life!,Apartment with Balcony,No,Yes,15334
The High Field Town House,Superior Double or Twin Room,Yes,No,13086
Frederick Street Townhouse,Classic Double Room,Yes,No,12100
Saint Pauls House,Standard Double Room,Yes,No,14947
Hotel du Vin Birmingham,Classic Room,No,Yes,15150
Apollo Hotel,Standard Double Room,Yes,No,7402
The Avenue Club and Lodge,Standard Double Room,Yes,No,6040
Hagley Hotel,Double Room,Yes,No,5084
The Kingstanding Inn,Double Room,Yes,No,5592
The Birmingham Hotel,Deluxe King Room,Yes,No,9151
OYO Adnans Hotel,Standard Double Room,Yes,No,8129
The Aston Tavern,Family Room,No,Yes,27716
Arcadian Aparthotel,Apartment with Terrace,No,Yes,12100
Clover Spa and Hotel,Small Double Room,Yes,No,14235
The Loft at York House,Apartment,No,Yes,11897
Britannia Hotel Birmingham New Street Station Birmingham,Double Room,Yes,No,25319
Hotel Olive New Delhi,Deluxe Double Room,Yes,No,944
Hotel Transit Near Delhi Airport,Deluxe Room,No,Yes,2499
Ventus by Vegas Inn Delhi Airport,Deluxe Double Room,Yes,No,1979
Hotel The Tark Near IGI Airport Delhi,Deluxe Room,No,Yes,1755
Yes Boss By Backpackers Heaven Near New Delhi Train Station,Deluxe Room,No,Yes,1688
"Park Inn by Radisson,South Delhi",Superior Room,No,Yes,7499
"Hotel Shivdev International, Near New Delhi Railway Station",Standard Double Room with Fan,Yes,No,1187
Hotel Grand Suites By D Capitol,Deluxe King Room,Yes,No,2000
The Leela Ambience Convention Hotel Delhi,Premier Room with Bathtub,No,Yes,9486
Hindustan by Backpackers Heaven Near New Delhi Railway Station,Deluxe Double Room,Yes,No,1976
Hotel Tripple Tree - Karol Bagh,Deluxe Double Room,Yes,No,5099
Hotel Caves A Family Hotel Near IGI Airport Delhi,Deluxe Double Room,Yes,No,1188
Hotel Nitya Maharani ' Near New Delhi Railway Station ',Deluxe Double Room,Yes,No,3304
Hotel Classic - Near Nizamuddin Railway Station,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1599
Frankstay By Hotel SAMRAT RESIDENCY 10 Mints Walking Distance Nizamuddin Railway Station,"Day use room for 6 hours, strictly from 12 PM to 6 PM no over night stay allowed",No,Yes,3338
Hotel The Olive Near Delhi Airport,Deluxe Double or Twin Room,Yes,No,2199
Hotel Gaylord International - New Delhi,Standard Double Room with Fan,Yes,No,722
Hotel Tashkent Palace - Paharganj - Budget Friendly,Budget Double Room,Yes,No,1100
Hotel De Tark Near IGI Airport Delhi,Superior Double Room,Yes,No,1393
"Staybook - Hotel City Stories - By Aira Xing, Paharganj, New Delhi",Deluxe Room,No,Yes,7299
Airport Hotel Ramhan Palace Mahipalpur,Standard Double or Twin Room,Yes,No,2652
Hotel Neu Villa - Walk In from New Delhi Railway Station,Deluxe Double Room,Yes,No,3293
Hotel Select City Inn,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2149
Hotel Krishna - By RCG Hotels,Deluxe Double or Twin Room,Yes,No,2376
Hotel Almati Suite - Near Delhi Airport,Deluxe Room,No,Yes,2624
Zone Connect by The Park Saket New Delhi,Connect Room,No,Yes,8848
Hotel FabStays - South Delhi,Superior Double Room,Yes,No,2499
Hotel Krone Plaza Near Delhi Airport,Double Room,Yes,No,1044
Skon Boutique by Orion Hotels,Deluxe Double or Twin Room,Yes,No,5199
Hotel Blue Pearl,Deluxe Room,No,Yes,4650
"Cosy Grand, Near Chanakyapuri, Embassy Area",Deluxe Double or Twin Room,Yes,No,4831
Hotel S B INN Paharganj,Deluxe Double Room,Yes,No,1650
Le Meridien New Delhi,Executive Double or Twin Room,Yes,No,16155
Hotel The Raj New Delhi,Deluxe Room,No,Yes,1732
Hyatt Regency Delhi,King Room,Yes,No,13500
Hotel Pearl - Mahipalpur Delhi Airport,Small Double Room,Yes,No,2394
Hotel Palace Heights,Standard Double Room,Yes,No,7999
Hotel Ajanta,Standard Twin Room,Yes,No,2852
Hotel Decent Suites - Delhi Airport,Deluxe King Room,Yes,No,2001
"Crowne Plaza New Delhi Mayur Vihar Noida, an IHG Hotel", Superior King or Twin Room with 1+1 Offer on select alcoholic beverages between 11:00 to 19:00 hours ,Yes,No,8919
"Hotel Bricks, Karol Bagh, New Delhi",Standard Double Room,Yes,No,3038
"Airport Hotel Grand, New Delhi",Deluxe Room,No,Yes,2835
Hotel Red Castle - Karol Bagh,Deluxe Double Room,Yes,No,3936
Staybook Hotel Jai Balaji New Delhi Railway Station,Economy Double Room,Yes,No,2000
Hotel Ananda,Deluxe Double Room,Yes,No,1999
Airport Hotel Tashree,Standard Double Room,Yes,No,2249
FabHotel Marble Arch,Deluxe Room,No,Yes,2656
Sheraton New Delhi Hotel,Deluxe Double or Twin Room,Yes,No,12000
The Leena International -by Haveliya Hotels,Deluxe Room - Non View,No,Yes,4140
"Ambassador, New Delhi - IHCL SeleQtions","Deluxe Room Double Bed with 15% off on Food and Soft Beverages, Happy Hours (Buy 1 & Get 1) on select menu at InSomnia",Yes,No,12000
The Leela Palace New Delhi,Premiere Room,No,Yes,24500
The Grand Uddhav,Standard Non A/C Room,Yes,No,2749
Oaks Inn Plaza,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1184
"Holiday Inn New Delhi International Airport, an IHG Hotel",One King Bed Standard- Non-Smoking ,Yes,No,13549
Hotel Krishna Deluxe-By RCG Hotels,Standard Double or Twin Room,Yes,No,3402
"Treebo Tryst Rose Mallow - 9 Km Away From Arun Jaitley Stadium, Delhi",Standard Double Room,Yes,No,4687
"The Saina International- New Delhi, Paharganj",Economy Double Room,Yes,No,4000
Hotel Amar International,Standard Double or Twin Room,Yes,No,1082
The Ashtan Sarovar Portico,Superior Room - 1 Double Bed 220Sqft,Yes,No,6569
Hotel Shri Vinayak at New Delhi Railway Station-By RCG Hotels,Standard Double Room,Yes,No,2491
Airport Qualia Suites,Deluxe Triple Room,No,Yes,1364
Hotel Smart Plaza Delhi Airport,Deluxe Double Room,Yes,No,2079
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel","Standard Double or Twin Room with 02 Pints of Beer, 1+1 Offer on Select Alcoholic Beverages at a Restaurant from 11:00 hours to 20:00 hours",Yes,No,7900
HOTEL SINGH CONTINETAL,Double Room,Yes,No,3276
Hotel Tej Palace Near Delhi Airport,Double Room,Yes,No,900
"Pride Plaza Hotel, Aerocity New Delhi",Deluxe Twin Room,Yes,No,9499
Hotel The Kiara Delhi Airport,Deluxe Double Room,Yes,No,1116
Bloomrooms @ New Delhi Railway Station,Value Queen Room,No,Yes,4300
Hotel Hari Piorko,Deluxe Room with Fish Aquarium,No,Yes,2204
Hotel Rosewood Near Delhi Airport,Deluxe Double Room,Yes,No,1441
"Four Points by Sheraton New Delhi, Airport Highway",Comfort Room ,No,Yes,5399
Hotel Ritz,Deluxe Room,No,Yes,3038
"Crowne Plaza New Delhi Okhla, an IHG Hotel",Standard King Room – Non Smoking,Yes,No,10125
Bloomrooms @ Link Road,Standard Queen Room,Yes,No,6200
HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,Budget Double Room,Yes,No,1316
The Claridges New Delhi,Boutique Room,No,Yes,18000
Grand Godwin Near NDLS Railway Station- Paharganj,Standard Double or Twin Room,Yes,No,4140
The LaLiT New Delhi,"Executive Club King Room - 10% discount on Food & soft beverages, Laundry & Spa",Yes,No,15570
Glace Hotel,Double Room,Yes,No,1169
Jyoti Mahal A Heritage Hotel - 05 Mins from New Delhi Railway Station,Standard Double Room,Yes,No,4307
Hotel Opera New Delhi,Classic Room,No,Yes,2280
"Hotel Orchid Inn at Tilak Nagar "" Couple Friendly """,Deluxe Room,No,Yes,1099
Hotel Uppal International - New Delhi Railway Station - Paharganj,Deluxe Double Room,Yes,No,2310
Hotel Delite - Nehru Enclave Gate No 5,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2350
Maidens Hotel New Delhi,Heritage Room,No,Yes,13000
The Oakland Plaza by Orion Hotels,Deluxe Double or Twin Room,Yes,No,3574
Hotel Baba Deluxe -By RCG Hotels,Deluxe Double or Twin Room,Yes,No,2975
Hotel Batra Home 5 Mint Walk From Nizamuddin Railway Station,Standard Double Room,Yes,No,1800
bloomrooms @ Janpath,Standard King Room,Yes,No,9000
The Mohit Guest House - New Delhi Railway Station - Paharganj,Deluxe Room,No,Yes,1273
The Gold Regency - 02 Mins from New Delhi Railway Station,Deluxe Room,No,Yes,2853
ibis New Delhi Aerocity - An Accor Brand,Standard Queen Room,Yes,No,8300
Jupiter Plaza Delhi Airport,Deluxe Double Room,Yes,No,1148
Hotel Bluestone - Nehru Place,Standard Double or Twin Room,Yes,No,4830
The Lodhi – A member of The Leading Hotels Of The World,"Lodhi Standard Room Without Plunge Pool with Happy Hours at Safari Lounge 5 to 7 pm, Buy 01 drink and get another drink complimentary (spirits), 1200 spa credit per booking",Yes,No,21000
Mayda Inn- A Boutique Hotel,Deluxe Double or Twin Room,Yes,No,1533
Silver Shine New Delhi - COMFORT STAY,Deluxe Double Room,Yes,No,1620
Hotel Royal Mannat - Near Max Shalimar Bagh,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1912
HOTEL DELHI 55 @ NEW DELHI RAILWAY STATION,Deluxe Double Room,Yes,No,2669
Hotel Mannat international by Mannat,Deluxe King Room,Yes,No,3725
LetsBunk Poshtel & Suites,Queen Room,No,Yes,4093
Roomshala 127 Mannat Stay - Laxmi Nagar,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1177
The Oak Plaza New Delhi,Deluxe Double Room,Yes,No,3267
"Taj Palace, New Delhi","Taj Club Room, King Bed, 1 Way Transfer, Lounge Access, Cocktail Hours",Yes,No,24200
"Welcomhotel by ITC Hotels, Dwarka, New Delhi",Executive Club Double Room,Yes,No,8910
Bloom Boutique l GK-1,Deluxe King Room,Yes,No,6500
Hyatt Centric Janakpuri New Delhi,King Room,Yes,No,6699
Hotel Aura,Standard Room,Yes,No,3100
Luxury Rooms-In Hazrat Nizamuddin Railway Station,Double Room,Yes,No,1279
Mother Palace,Standard Double Room with Fan,Yes,No,999
Hotel Town Pallace Inn Patel Nagar New Delhi,Superior Double Room,Yes,No,3374
Hotel Preet Palace -5 Mints Walk From Nizamuddin Railway Station," Day use room for 6 hours, strictly from 12 PM to 6 PM no over night stay allowed",No,Yes,3204
The Orion - Greater Kailash,Deluxe Double Room,Yes,No,4549
Minimalist Poshtel & Suites,Twin Room with Balcony,Yes,No,4815
Hotel Natraj Yes Please,[Sanitized] Deluxe Double Room,Yes,No,3239
Delhi Pride Hotel,Deluxe Double or Twin Room,Yes,No,2400
Tej palace Near IGI Airport,Double Room,Yes,No,1044
Jupiter Palace & suites,Deluxe Double Room,Yes,No,1053
Novotel New Delhi Aerocity- International Airport,"Superior Twin Room with Premier Lounge access, Free Wifi and 15% discount on Food and Soft beverage",Yes,No,12500
Hotel Green Snapper Prime,Deluxe Room,No,Yes,1080
Hotel Sai Miracle - 5 mint from New Delhi railway station,Deluxe Room,No,Yes,2832
Hotel Grand LA CASA Near IGI airport,Standard Double Room,Yes,No,1785
Comodo Satya Niketan Residency,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2500
Aloft New Delhi Aerocity,"2 Twin/Single Beds, Pool View, Aloft Room",Yes,No,13950
Hotel The IVY Grand With Free Secured Parking,Deluxe Room,No,Yes,5355
Hotel Urban Tree,Small Double Room,Yes,No,2699
Hotel City Centre Inn - Nizamuddin Railway Station,Superior Double Room,Yes,No,2700
Hotel Imperial Inn - Nehru Enclave,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1845
FabHotel Chattarpur Enclave,Deluxe Room,No,Yes,1508
Hotel The Magic Tree - Paharganj New Delhi,Deluxe Double Room,Yes,No,2800
AEROCITY HOTEL J P PALACE IGI AIRPORT NEW Delhi,Budget Double Room,Yes,No,1499
"De Pavilion Hotel, Delhi Airport",Deluxe Double Room,Yes,No,3850
Hotel Lotus Stay At Delhi Airport,Deluxe Double Room,Yes,No,945
Hotel HSP Suites - Near Delhi Airport,Deluxe Double Room,Yes,No,1325
FabHotel White Klove Paharganj,Superior Double Room,Yes,No,1963
Hotel Red Velvet At Delhi Airport,Comfort Triple Room,No,Yes,1442
Gallivanto Inn,Budget Double Room,Yes,No,2599
"Hotel Lav Kush Deluxe "" 3 Min Walking from New Delhi Railway Station """,Deluxe Room,No,Yes,1453
Hotel Star Villa - Budget Friendly,Standard Double Room,Yes,No,1612
The Alpino Hotel,Deluxe Double Room,Yes,No,2632
Hotel Trans International - Near Delhi Airport,Classic Room,No,Yes,3224
Hotel Nature View Green Park Metro Couple Friendly New Delhi,Deluxe Double Room,Yes,No,2880
Hotel Hoxton Pride at Delhi Airport,Deluxe Double Room,Yes,No,1366
"Itsy By Treebo - Connaught Mews - 3 Km Away From Arun Jaitley Stadium, Delhi",Deluxe Double Room,Yes,No,4175
The Gold Inn - Paharganj,Deluxe Room,No,Yes,1899
The Metropolitan Hotel & Spa New Delhi,"Superior Double Room Inclusive of Wi-Fi,  20% off on food & soft beverages",Yes,No,10000
SCOOVEY The BMK Hotel & Banquets LOCAL ID ACCEPTED,Deluxe Double Room,Yes,No,2974
Grand Hari Piorko,Twin Cum Master Bed (Can Join),Yes,No,1763
The Suncourt Hotel Yatri,Small Double Room,Yes,No,3000
FabHotel Aashraye,(Sanitised) Deluxe Room,No,Yes,2852
The Ventus - A boutique Hotel@Delhi Airport,Deluxe Double Room,Yes,No,1709
Park Inn by Radisson New Delhi IP Extension,Superior Double or Twin Room,Yes,No,4800
Hotel Aiwan-e-Shahi,Deluxe Double Room,Yes,No,2678
Hotel Cozy - Hauz Khas,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2054
Hotel Shelton,Super Deluxe Room,No,Yes,2582
Hotel Olivia Inn At Delhi Airport,Small Double Room,Yes,No,2789
The Oberoi New Delhi,Luxury Room With Golf Course Or Landmark View,No,Yes,25250
FabHotel Skye Suites,Deluxe Room,No,Yes,2874
Capital O Hotel Jp Tower,Deluxe Triple Room,No,Yes,1584
HOTEL GISONS INTERNATIONAL -New Delhi Railway Station,Deluxe Double Room,Yes,No,1722
Hotel Royal Inn igi,Deluxe Double Room,Yes,No,2160
Hari Piorko Inn Express,Budget Room,No,Yes,1620
"Roomshala 005 Tom & Jerry - Jungpura , Bhogal",Deluxe Double Room (2 Adults + 1 Child),Yes,No,1600
Deluxe Room In Lajpat Nagar,Deluxe Double Room (2 Adults + 1 Child),Yes,No,1500
Hotel Pinky Villa - 05 Mins from New Delhi Station & 10 Mins drive to Pragati Madan,Standard Heritage Room,Yes,No,2869
Frankstay By Hotel Preet in 05 mints walking Distance Nizamuddin Railway Station,"Day use room for 6 hours, strictly from 12 PM to 6 PM no over night stay allowed",No,Yes,3185
Hotel Airport View,Standard Double or Twin Room with 10% discount on Food and soft Beverage,Yes,No,2753
OYO Flagship 81175 Premium Rooms,Classic Triple Room,No,Yes,1545
Trimrooms Shipra @ New Delhi Railway Station,Deluxe Double Room,Yes,No,2591
Hotel Regent Inn,King Room,Yes,No,2250
Lemon Green Residency - Hotel and Serviced Apartments,Standard Double Room,Yes,No,2700
Frank Stay-Worth Near Rk Ashram Metro Station,Deluxe Double Room,Yes,No,3857
"Hotel Mahajan International, Delhi Airport",Deluxe Double Room,Yes,No,2209
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,Deluxe Double Room,Yes,No,1485
Hotel Sunstar Grand,Deluxe Double or Twin Room,Yes,No,3000
Hotel IVY plaza Luxury,Deluxe Room,No,Yes,1056
OYO Flagship 26685 Hotel Honey Inn,Classic Triple Room,No,Yes,1037
Itsy By Treebo - Arien International,Standard Double Room,Yes,No,2629
NK Residency - Kalka ji,Double Room,Yes,No,2850
Hotel Royal plaza near NDLS railway station pahar ganj,Deluxe Double Room with Shower,Yes,No,1399
FabExpress JPM Harshdeep,Deluxe Room,No,Yes,2289
"Hotel Olive Saffron at Sector 24 Rohini "" Couple Friendly""",Deluxe King Room,Yes,No,1290
Hotel Star 17,Deluxe Double Room,Yes,No,2450
Indus Biznotel,Deluxe Double Room,Yes,No,6500
Hotel Diamond Tree At Saket Near PVR Cinema,Deluxe Queen Room,No,Yes,4199
FabExpress Jaggi Palace Karol Bagh,Deluxe Room,No,Yes,1949
Hotel Z Suite-Near Delhi Airport,Deluxe Room,No,Yes,1800
Hotel Earth,Deluxe Double Room,Yes,No,1242
Hotel Venus Plaza- Near Delhi Airport,Deluxe Room,No,Yes,5737
"Hotel The Prithvi, Near Delhi Airport",Deluxe Room,No,Yes,2604
hotel Priya Palace BY BYOB Hotels,Deluxe Room,No,Yes,1655
Hotel Emporio View,Deluxe Double Room,Yes,No,1799
Hotel Tej Palace By Tark Near Delhi Airport,Superior Double Room,Yes,No,1368
Hotel Grand - Govindpuri,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2850
"Le ROI Express, Paharganj",Deluxe Room,No,Yes,2719
Grand Tashree,Deluxe Double Room,Yes,No,2835
FabHotel Majestic JPM I,Deluxe Room,No,Yes,3275
"Taj Mahal, New Delhi",Standard King Room,Yes,No,23000
Hotel Asko international,Deluxe Double or Twin Room,Yes,No,1799
FabExpress The Paradise,Deluxe Room,No,Yes,1777
Hotel Comforte Stay Indian Guest allowed only,Deluxe King Room,Yes,No,4139
Hotel Admire Gold - Pachim Vihar Delhi,Standard Double Room,Yes,No,1457
FabHotel Grand Boutique,Deluxe Room,No,Yes,2368
Ahuja Residency Sunder Nagar,Deluxe Double or Twin Room,Yes,No,8258
Hotel Superb 5 Mins Walk From New Delhi Station,Deluxe Double or Twin Room,Yes,No,2520
Lemonwood Suites by F9 Hotels - Trivoli Garden Chhatarpur,Deluxe Double Room,Yes,No,1916
Deluxe Room In CR Park,Deluxe Double Room (2 Adults + 1 Child),Yes,No,2368
OYO Townhouse 013 New Friends Colony,Classic Triple Room,No,Yes,2215
Smyle Inn - Best Value Hotel near New Delhi Station,Standard Double or Twin Room,Yes,No,1634
FabHotel F9 Kirti Nagar,Deluxe Room,No,Yes,2652
FabExpress Llyod House,Deluxe Room,No,Yes,2310
HOTEL ROYAL COMFORT,Deluxe Double Room,Yes,No,3401
FabHotel Floyd,Deluxe Room,No,Yes,2772
Hotel Town Grand Patel Nagar New Delhi,Deluxe Double or Twin Room,Yes,No,2969
"Hotel TEJ Plaza ,A Family Hotel Near IGI Airport Delhi",Deluxe Double Room,Yes,No,1215
Qotel Jasola Vihar,Deluxe Double Room,Yes,No,1889
FabHotel La Paz Stay B&B,Deluxe Room,No,Yes,3349
Hotel Citizen New Delhi,Deluxe Room,No,Yes,6844
Hotel Arch Plaza - Near Delhi Airport,Deluxe Double or Twin Room,Yes,No,2429
Hotel Arch International,Deluxe Double or Twin Room,Yes,No,2362
Hotel Anand International,Deluxe Room,No,Yes,2976
Olivia Stay,Economy Double Room,Yes,No,2924
Hotel De Cruise - New Delhi Railway Station,Deluxe Room,No,Yes,2800
Hotel Sumedha Premium,Deluxe Double Room,Yes,No,3465
Hotel Aeropath Near IGI Airport Delhi,Deluxe Double or Twin Room,Yes,No,2897
Hotel King plaza Near IGI Airport Delhi,Deluxe King Room,Yes,No,1332
Hotel Shanti Villa,Deluxe Room,No,Yes,3199
Hotel Anand - Central Delhi,Superior Double Room,Yes,No,1499
