Hotel Name,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3
The Mandala Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,Continental
Hotel & Apartments Zarenhof Berlin Prenzlauer Berg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Das Literaturhotel Berlin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
numa l Drift Rooms & Apartments,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Vegetarian,N/A
Hotel Pension Bernstein am Kurfürstendamm,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,American
Ocak Apartment & Hotel,Yes,Yes,Yes,No,No,Yes,Yes,N/A,N/A,N/A
Anna 1908,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,N/A
Apple City Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Full English/Irish
The Circus Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
H+ Hotel Berlin Mitte,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Landhaus Alpinia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Living Hotel Weißensee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,N/A
Clipper Boardinghouse - Berlin-Gendarmenmarkt,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish
Living Hotel Großer Kurfürst,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,Continental
Myer's Hotel Berlin,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,Vegan
H10 Ku'damm Lofts,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,Continental
Hotel Albertin,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,N/A
Gorki Apartments,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Full English/Irish
Hotel Elba am Kurfürstendamm - Design Chambers,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegan,Continental
Hotel Gasteiner Hof,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Vegan
acama Hotel & Hostel Kreuzberg,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,Continental
COSMO Hotel Berlin Mitte,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,N/A
DAS SCHMÖCKWITZ,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,American
Adina Apartment Hotel Berlin Hackescher Markt,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
ArtHotel Connection,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,N/A
Townhouse Berlin,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,Full English/Irish
BlnCty Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Continental
Air in Berlin,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,N/A
Arabel Design Apartments,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,Continental
Garden Living - Boutique Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Ameican,N/A
BENSIMON apartments Mitte/Wedding,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
The Social Hub Berlin Alexanderplatz,Yes,No,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Continental
limehome Berlin Luise Henriette Str - Digital Access,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Vegan
Apartments Rosenthal Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Hapimag Berlin Gendarmenmarkt,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,N/A
Aparthotel VEGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
Hotel Bristol Berlin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,Continental
centrovital Hotel Berlin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
STAYERY Berlin Friedrichshain,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,Continental
Bölsche Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Vegetarian,N/A
Hüttenpalast,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,American
Grimm's Berlin Mitte,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,N/A
"art'otel berlin mitte, Powered by Radisson Hotels",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,N/A
SORAT Hotel Berlin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Full English/Irish
Louisa's Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
AMC Hotel - Schöneberg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Melarose Feng Shui Hotel,No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Les Nations,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Aparthotel Adagio Berlin Kurfürstendamm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
HOLI-Berlin Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
Ootel.com,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Jasper's Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Hotel Herbst Berlin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Full English/Irish
Hotel Nest,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,N/A
Hotel Petit Wannsee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
Hotel Bett und Buch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Brauhaus in Spandau,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,Full English/Irish
Hotel Am Stuttgarter Eck,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
Hotel Dori´s 108,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Neu-Helgoland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Eastern & Western Berlin Boat GmbH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,N/A
Stadtoase im Herzen Berlins,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Full English/Irish
Seminar- und Gästehaus Flussbad Gartenstrasse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Hotel Alex Berlin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Vegan
Wilmina Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Hotel Grand Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,N/A
Hotel Amadeus Central,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Garden Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
ibis Styles Berlin City Ost,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
Luxury Apartments in Berlin - Luka's apartments by Arbio,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
Apart Hotel Ferdinand Berlin,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,Continental
Orania.Berlin,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Botschaft,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegan,Continental
Familienhotel Citylight,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
The Circus Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
numa I Kater Apartments,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Continental
Honigmond Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan
Hotel Oderberger,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,Continental
Hotel Karlshorst,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,N/A
numa I Arc Rooms & Apartments,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,American
Waldhotel am See Berlin-Schmöckwitz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Hotel Spreewitz am Kurfürstendamm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
numa I Belfort Rooms & Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Full English/Irish
Hotel Forsthaus,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,Continental
Apartment Hotel Wittenau,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,N/A
Pure Berlin Apartments - Luxury at Pure Living in City Center,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,Continental
Select Hotel Berlin Checkpoint Charlie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
Parkhotel Marzahn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Full English/Irish
numa I Novela Rooms & Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
Monbijou Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan
The Weinert Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,Continental
Gästehaus Pauline,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
ABION Villa Suites,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,Full English/Irish
Hotel Adele,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,Continental
numa I Nook Rooms & Apartments,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Vegan
acora Berlin Living the City - Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Apartments Tempelhof,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Apartments Dahlie & Nelke,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,American
Apartments Schöneberg,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Mondrian Suites Berlin am Checkpoint Charlie,No,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,N/A
Landmark am Kracauerplatz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Hotel Morgenland,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,Continental
Hotel am Borsigturm,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,N/A
Hotel Arena Rooms - Berlin Mitte,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Asian,Continental
Hotel Goldmarie,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,N/A
Hotel zum Ziehbrunnen,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish
martas Hotel Albrechtshof Berlin,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Full English/Irish,Continental
Ku'Damm 101 Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Vegan
June Six Hotel Berlin City West,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Vegan,Continental
Hotel Nikolai Residence,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,N/A
BENSIMON apartments Prenzlauer Berg,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,N/A,Full English/Irish
KPM Hotel & Residences,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,Continental
,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Vegan
Campanile Hotel - Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,Continental
Aloft Birmingham Eastside,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Vegetarian,N/A
Delta Hotels by Marriott Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,American
"Holiday Inn Express - Birmingham - City Centre, an IHG Hotel",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,N/A
Hampton by Hilton Birmingham Broad Street,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
ibis budget Birmingham Centre,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
"Birmingham Strathallan Hotel, BW Signature Collection",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
"Holiday Inn Birmingham City, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
"Holiday Inn Express Birmingham - Snow Hill, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
Hampton by Hilton Birmingham Jewellery Quarter,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Aparthotel Adagio Birmingham City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
OneFiveSix - Unique Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Castle Bromwich Hall; Sure Hotel Collection by Best Western,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan
"Holiday Inn Express Birmingham Star City, an IHG Hotel",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Vegan,Continental
Leonardo Royal Hotel Birmingham - formerly Jurys Inn,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Continental,N/A
Bloc Hotel Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,Full English/Irish
Hilton Garden Inn Birmingham Brindley Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental
The Wellington Hotel Birmingham - Breakfast Included City Centre Near O2 Academy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan
Best Western Plough and Harrow Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
ibis Birmingham Centre New Street Station Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,N/A
"Radisson Blu Hotel, Birmingham",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,American
Selina Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
"Dawn House; Luxe Townhouse, B'ham JQ",Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,N/A
ibis Styles Birmingham Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
The Grand Hotel Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Continental
"Holiday Inn Birmingham M6, Jct7, an IHG Hotel",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,N/A
pentahotel Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,Continental
Edgbaston Park Hotel Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,N/A
"Crowne Plaza Birmingham City, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Birmingham Great Barr Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Clayton Hotel Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Staycity Aparthotels Birmingham Jewellery Quarter,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,Continental
"Staybridge Suites Birmingham, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
AC Hotel by Marriott Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
Comfort Inn Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
THE PORT House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Charming Oasis in West Midlands with Netflix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Birmingham City Guest House,No,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,N/A
Woodlands Hotel,No,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Ameican,American
Hyatt Regency Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
The Cube Hotel Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
Ababeel Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Full English/Irish
The Spires Serviced Apartments Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
Macdonald Burlington Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Stylish 2 Bed/Bath Apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Continental
Stay Inns,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
City View Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
Malmaison Birmingham,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Continental
Lana house,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Vegan
Cozy flat in West Midlands,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,Continental
Park Regis Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
PREMIER SUITES Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Full English/Irish
Hotel du Vin Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
Birmingham City Centre apartment Brindley Place ICC Utilita Arena,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
OYO Adnans Hotel,Yes,No,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Continental
Old Farm Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,N/A
Staying Cool At Rotunda,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,American
Vicarage Lodge Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
I bed apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
Naps Inn,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
Spacious 2 Bedroom Apartment at The PostBox,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
Beautiful 1 bed apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Luxury 9ine SUPER BEAUTIFUL JACUZZI APARTMENT WITH BALCONY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,Continental
Horse Fair Apartments in Birmingham City Centre by HF Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
221 Soho,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Modern 2 Bedroom Loft Apartment near NEC / Birmingham Airport/ City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,N/A
"Pristine 1 and 2 bedroom apartments near business district, walking distance to city centre, free internet & complimentary parking by Sojo Stay",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Spacious Flat at City Center,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,N/A
New Luxury City Centre Apartment by AZURA NIGHTS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
Saint Pauls House,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,N/A,N/A
"Modern Apartment- Birmingham- Broad Street & Brindley Place- 10 min walk from Bullring, 02 Arena, New Street Station & Grand Central",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,N/A
Quality City Birmingham - Florence Street,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
City centre apartment with roof terrace.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Full English/Irish
Luxury Birmingham 2 Bedroom Town House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
"Luxury 9ine Bull Ring Apartment, Stunning city view, Free Parking, Amazing Fireplace",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
No.8 Waterloo Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Continental
OYO Dovecote Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Comfort Stay Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
Perfect-City Centre-Apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Continental
Luxury 9ine PENTHOUSE WITH GARDEN & JACUZZI,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Vegan
Hotel 5 Ravenhurst Drive M6 J7,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Continental
ParkView City Balcony Apartment with Self Checkin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
"City Centre, 2 Bedroom, Secured Parking, 3 King Bed, WiFi Sleep 6 Guest Comfortable on Three King Size Beds, Jewellery Quarter , Birmingham City Centre , Allocated Secured Parking",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,N/A
Eighty Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
"Two-bedroom Luxury Apartment with workspace, FREE PARKING & Balcony",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,N/A
Lovely 1 Bedroom Apartment - Bham City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Full English/Irish
Blenheim Way is a beautiful apartment in a quiet location yet minutes from major attractions and City centre Great for families Sleeps 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental
Orchid House,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,N/A
City Centre 1 Bed Apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegetarian,Continental
Tudors eSuites Birmingham Corporate Apartments,No,Yes,Yes,Yes,No,Yes,Yes,International,Ameican,N/A
Stunning Top Floor Southside Apartment 2 BEDS PARKING WIFI NETFLIX,No,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
Umbrella Properties Private Apartment Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Full English/Irish,Continental
"BIRMINGHAM HAGLEY WEST HOUSE, 5 bedrooms with 7 BEDS, 3x doubles beds, 4x singles beds,2 toilets,2 bathrooms,2 toilets, sleeps 7-10 people great motorway links M5 M6 M42 A38 A34",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Vegan
"BIRMINGHAM COPLOW, 3 bedrooms house, with 6 beds, 2x doubles beds, 3x singles beds and 1 sofa-bed,sleeps people",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Ameican,Continental
Birmingham City Centre Apartment – Broad Street,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
"Birmingham Garnet, 3 bedroom Apartment",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,American
2 Bed Apartment in Bham City Centre w Parking,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,N/A
Perfect City Centre Apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,N/A
Modern 1 Bedroom apartment in the City Centre,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,Full English/Irish
Modern house in Birmingham,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Continental
White house,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegan,N/A
"Rotunda - New Street, City Centre, Birmingham",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Continental
Luxury 9ine Beautiful Bull Ring Apartment Free Parking,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,N/A
Luxury 1 Bedroom apartment in the City Centre,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish
2 Beds Apartment in Birmingham City Centre,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Continental
Charde Guest House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan
The Grey Haven Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
Cutlass Court Apartments by Comfort Zone,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Your Home to Luxury Home Birmingham Accommodation with Netflix and Superfast WIFI,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Full English/Irish
EXOTICSTAY-5 star Luxe Centrally Located 2 Bedroom Corner Apartment.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental
Clover Spa and Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Vegan
Vogue 1 Bedroom Spacious Apartment - Broad Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Continental
"3 bedroom Holiday House,close to M6-Express way to centre",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
"Spacious 1 bed Apartment with workspace, unlimited coffee & FREE Parking",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,American
Jacuzzi Getaway with Sauna and Super King Bed,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
Home from home (Mailbox location and free parking),Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,N/A
Holliday Street Apartments - One Bedroom - Stunning Balcony,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,Full English/Irish
Beautiful flat Available Next to the City Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Spacious 2 Bedroom Home in Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
Home Base: Tranquil Stay in the Heart of Birmingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Apartment Bloc,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,N/A
Brand New Arcadian Centre One Bedroom - Balcony - Bullring,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Full English/Irish
2 BedsHouse in City Center + Free Parking,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
